source,page,chunk_id,text
Etre autiste et ado_ Strategies - Inconnu(e),144,Etre autiste et ado_ Strategies - Inconnu(e)_p144_c0,"Mentionne des émotions en lien avec l’information que tu partages. Par exemple, plutôt que de dire : « Hier, je suis allé voir la partie de hockey de mon frère », dis plutôt : « Hier, je suis allé voir la partie de hockey de mon frère et j’ai trouvé ça vraiment cool » ou « Hier, je suis allé voir un film, mais je l’ai trouvé ennuyant ! ». Pourquoi ? Parce que ton ami s’intéressera toujours à toi, mais pas à toute l’information que tu partages. En parlant de tes émotions, tout devient plus intéressant pour l’autre ! Je ne sais pas si tu l’as remarqué mais, dans mes exemples, j’ai partagé mes émotions en utilisant la première personne du singulier : « Je l’ai trouvé ennuyant ». J’aurais pu dire « C’était ennuyant », mais si l’autre a aimé le film dont tu parles, il pourrait se sentir jugé et cela pourrait causer un malaise. À retenir : une émotion n’est pas un FAIT, mais plutôt un RESSENTI personnel."
Etre autiste et ado_ Strategies - Inconnu(e),145,Etre autiste et ado_ Strategies - Inconnu(e)_p145_c0,"Parle de l’autre en lien avec ce que tu dis. Par exemple, au lieu de dire seulement : « Hier, c’était cool d’aller voir une partie de hockey », ajoute des mots comme ceux-ci avant de raconter : » Tu vas aimer ce que j’ai fait hier… » Tu ne me croiras pas, mais hier… » Tu vas me comprendre, car hier… C’est correct de répéter ce que tu viens de dire si la personne à qui tu t’es adressé n’a pas réagi après que tu aies parlé. Il est possible qu’elle n’ait pas entendu (surtout si tu n’as pas une voix très forte). Si tu as de la difficulté à déterminer quand cesser de parler ou quand changer de sujet, dis à l’autre qu’il peut te faire des rappels. Comprendre, ça veut dire trouver le sens de ce qui a été dit. Si, après avoir entendu les mots de l’autre, tu n’y trouves pas de sens (ou si tu n’as pas d’image dans ta tête), c’est que tu n’as pas compris."
Etre autiste et ado_ Strategies - Inconnu(e),146,Etre autiste et ado_ Strategies - Inconnu(e)_p146_c0,"TRUCS POUR LES MOMENTS OÙ TU AS DE LA DIFFICULTÉ À COMPRENDRE L’AUTRE PERSONNE • Ne bouge pas trop. Si manipuler un objet t’aide à écouter, assure-toi d’en"
Etre autiste et ado_ Strategies - Inconnu(e),147,Etre autiste et ado_ Strategies - Inconnu(e)_p147_c0,"avoir un à portée de main.) • Demande à l’autre de répéter si tu n’as pas compris, c’est correct. • Regarde la bouche de la personne, cela pourrait aider. • Propose des sorties où il y a des endroits calmes pour faire des conversations avec des nouveaux amis ; cela va faciliter ta compréhension jusqu’à ce que tu sois habitué à leur langage et à leur façon de parler. • Reste à l’affût des phrases qui veulent dire autre chose que ce que suggère leur sens typique ou habituel. Voici quatre exemples. UNE EXPRESSION est une phrase qui n’est pas toujours logique et qui a été choisie par une culture pour désigner une réalité. Exemple : « J’ai un chat dans la gorge ». Signification : J’ai la voix rauque, ma voix n’est pas claire."
Etre autiste et ado_ Strategies - Inconnu(e),148,Etre autiste et ado_ Strategies - Inconnu(e)_p148_c0,"UNE MÉTAPHORE permet de parler d’une chose en parlant d’une autre chose qui lui ressemble. Exemple : « Ma sœur a un appétit d’oiseau ». Signification : Elle ne mange pas beaucoup. UNE ANALOGIE est une comparaison entre deux concepts. Exemple : « La boutique était aussi loin que la planète Mars ». Signification : La boutique se trouve très loin. UN PROVERBE est une phrase contenant une morale ou une vérité que l’on juge utile de rappeler. Exemple : « Toute vérité n’est pas bonne à dire ». Signification : Il est parfois préférable de mentir que de dire la vérité. Par exemple, tu n’es pas obligé de dire à ton ami que sa coupe de cheveux ne te plaît pas. Cela pourrait lui faire de la peine. Mon truc avec les expressions et les proverbes, c’est de les étudier pour savoir les reconnaître. Pour ce qui est des analogies et des métaphores, j’essaie d’en analyser le sens en fonction du contexte ou de la situation. Je t’en reparle dans un moment. LE SARCASME est aussi un message susceptible d’affecter ta compréhension. Il"
Etre autiste et ado_ Strategies - Inconnu(e),149,Etre autiste et ado_ Strategies - Inconnu(e)_p149_c0,"est utile d’apprendre à le reconnaître. Il est présent lorsque quelqu’un communique un message en utilisant des mots qui signifient le contraire du message. - EXERCICE - Je t’invite à tester ta capacité à faire toi- même du sarcasme pour t’aider à comprendre ce qu’il implique et comment le repérer. Si tu veux bien profiter de l’exercice, tu peux te filmer avec ton téléphone ou ta tablette, si tu en as une, pour observer les différences dans ton visage et dans ta posture entre un commentaire véridique et un commentaire sarcastique. Place-toi devant un miroir et essaie de dire les phrases suivantes une première fois, d’une manière qui veut dire exactement ce que les mots veulent dire."
Etre autiste et ado_ Strategies - Inconnu(e),150,Etre autiste et ado_ Strategies - Inconnu(e)_p150_c0,"« Oui, maman, je vais t’aider. J’adore nettoyer ! » (Tu aimes vraiment faire du ménage.) « Ton chandail est vraiment beau ! » (Tu trouves vraiment que le chandail est superbe.) Maintenant, essaie de redire ces mêmes phrases, mais d’une manière qui signifie que tu penses le contraire. « Oui, maman, je vais t’aider. J’adore nettoyer ! » (Tu détestes le ménage.) « Ton chandail est vraiment beau ! » (Tu trouves que le chandail est laid.) Que remarques-tu ? Même si les mots sont les mêmes, le sens de la phrase change si"
Etre autiste et ado_ Strategies - Inconnu(e),151,Etre autiste et ado_ Strategies - Inconnu(e)_p151_c0,"tu changes le ton dans ta voix et les expressions sur ton visage. La partie non verbale d’une communication est une composante essentielle pour déterminer le sens, les émotions ou les intentions derrière les mots utilisés parce que, bien souvent, les mots ne sont qu’une partie du message transmis. Ainsi, pour faciliter ta compréhension du message complet, il te faudra apprendre à mieux reconnaître la communication non verbale. *Schéma créé en collaboration avec Nadine Charette, orthophoniste."
Etre autiste et ado_ Strategies - Inconnu(e),152,Etre autiste et ado_ Strategies - Inconnu(e)_p152_c0,"3 LA COMMUNICATION NON VERBALE Pour moi, la communication non verbale est comme un langage secret, comme un code. Tout comme le Code de la route (l’ensemble des règles, des panneaux et des lumières qu’on voit sur la route) permet de se déplacer en voiture en toute sécurité, le Code non verbal te permet de participer au monde social en minimisant les risques d’accidents (sociaux). C’est avec la communication non verbale que les neurotypiques transmettent les informations qui sont nécessaires pour s’ajuster et pour maintenir les relations sociales. Le défi, parfois, lorsqu’on converse avec une personne non autiste, c’est qu’elle ne réalise pas que nous ne recevons pas toujours ses messages non verbaux. Ainsi, c’est pratique d’apprendre à décoder ce type de message si la relation que tu as avec la personne est importante pour toi."
Etre autiste et ado_ Strategies - Inconnu(e),153,Etre autiste et ado_ Strategies - Inconnu(e)_p153_c0,"Avec le code, je peux savoir quand l’autre est intéressé à ce que je dis ou si je devrais changer de sujet ou cesser de parler. Les aspects de la communication non verbale que tu pourrais apprendre à mieux comprendre sont les suivants. • LE REGARD • LES EXPRESSIONS DU VISAGE • LES POSTURES DU CORPS • LES GESTES • LA QUALITÉ DE LA VOIX (L’INTONATION, LE DÉBIT/ LA VITESSE, LE VOLUME) • LES NIVEAUX DE PROXIMITÉ PHYSIQUE L’intonation, c’est la façon dont l’émotion est communiquée dans la voix plutôt que dans les mots. Voici un autre exercice pour toi. Voici trois phrases : « La semaine prochaine, je vais devoir retourner au cinéma. » « Mes parents font du spaghetti pour souper ce soir. »"
Etre autiste et ado_ Strategies - Inconnu(e),154,Etre autiste et ado_ Strategies - Inconnu(e)_p154_c0,"« Mon frère ne sera pas là en fin de semaine prochaine. » Amuse-toi à redire chacune des phrases avec différentes intonations et expressions du visage pour montrer que : • La situation te rend heureux. • La situation te rend triste. • Tu es contrarié par la situation. • Tu vis du stress ou de la nervosité en lien avec la situation. LE CODE NON VERBAL En observant l’expression faciale, la posture ou les gestes de l’autre personne, pourrais-tu comprendre les messages représentés par les panneaux de la route suivants ? Exerce-toi à reconnaître les éléments du Code non verbal, à t’y ajuster et aussi à les utiliser toi- même pour communiquer tes besoins lorsque tu es en conversation avec quelqu’un."
Etre autiste et ado_ Strategies - Inconnu(e),159,Etre autiste et ado_ Strategies - Inconnu(e)_p159_c0,Le secret pour bien comprendre le sens des paroles des autres est de te faire une photographie mentale de l’image suivante et de toujours analyser les aspects qui s’y trouvent.
Etre autiste et ado_ Strategies - Inconnu(e),161,Etre autiste et ado_ Strategies - Inconnu(e)_p161_c0,"Lorsque tu comprends bien la communication non verbale, tu peux comprendre la perspective de l’autre (ce qu’il pense, veut et ressent) et en tenir compte dans ta réponse. Ceci est vraiment utile pour déterminer si quelqu’un se moque de toi ou plaisante avec toi par amitié ou par amour. Lis la mise en situation suivante. D’après toi, quelle réaction est caractérisée par la méchanceté (moquerie) ? Je suis en général très maladroit. Aujourd’hui, j’arrive à la cafétéria avec un plateau sur lequel est posé un verre d’eau. Au moment de m’asseoir, le verre tombe. RÉACTION 1 : Mon meilleur ami recule en riant. Il annonce qu’il avait déjà pris sa douche le matin et que cela n’était pas nécessaire !"
Etre autiste et ado_ Strategies - Inconnu(e),162,Etre autiste et ado_ Strategies - Inconnu(e)_p162_c0,"RÉACTION 2 : Dans le même scénario, au moment où mon verre tombe, un garçon que je ne connais pas vraiment crie : « Bon, le laveur de plancher vient d’arriver ! ». Pour savoir si quelqu’un se moque de nous, il faut penser à la relation qui nous unit. Nos amis et notre famille se moqueront rarement de nous (sauf peut-être un frère ou une sœur ;-)). Sans cette information, c’est facile de faire des erreurs d’interprétation. Voici un autre exemple. Tu demandes à Léa, qui est dans ta classe : – Veux-tu venir avec moi au spectacle de danse au centre communautaire, vendredi prochain ? Léa répond : – Bien sûr ! On ira dans la semaine des quatre jeudis ! Si tu réponds : « Mais il n’y a jamais quatre jeudis dans une semaine ! », tu n’as pas bien interprété ce qu’elle voulait dire. Les neurotypiques diront que tu as interprété les propos au pied de la lettre (une expression qui veut dire que tu n’as pas tenu compte du"
Etre autiste et ado_ Strategies - Inconnu(e),163,Etre autiste et ado_ Strategies - Inconnu(e)_p163_c0,"contexte et du message sous-entendu). Léa a utilisé une expression pour te dire qu’elle n’était pas intéressée. Elle a probablement utilisé aussi une expression faciale et un ton sarcastiques. On sait bien qu’une semaine avec quatre jeudis, ça n’existe pas. Elle s’est moquée de toi. Je t’ai beaucoup parlé de l’importance de décoder les messages et de tenir compte de la communication non verbale lorsque tu es en situation d’écoute, mais… Lorsque c’est toi qui t’exprimes, c’est également indispensable que tu produises toi aussi de la communication non verbale pour aider l’autre à saisir ton message complet. Si tu n’en fais pas ou peu, il manquera de l’information et l’autre pourra être confus ou déstabilisé (c’est-à-dire mal à l’aise). Si tu as déjà eu l’aide d’un intervenant, tu as probablement reçu déjà un bon coup de pouce (ce qui signifie recevoir de l’aide) et des outils pour t’améliorer. Si tu n’as pas eu cette opportunité et que tu ne maîtrises pas cet aspect de la communication, demande à quelqu’un en qui tu as confiance de devenir ton « coach social ». Cette personne pourra t’aider à utiliser et à comprendre la communication non verbale. Oh non… Ça se complique encore !"
Etre autiste et ado_ Strategies - Inconnu(e),163,Etre autiste et ado_ Strategies - Inconnu(e)_p163_c1,"Dans une relation, ta participation à une conversation implique davantage que de"
Etre autiste et ado_ Strategies - Inconnu(e),164,Etre autiste et ado_ Strategies - Inconnu(e)_p164_c0,"comprendre ce qui est communiqué et de répondre. Il faut aussi écouter l’autre et réagir. ÉCOUTER, ça veut dire recevoir non seulement les mots, mais aussi les intentions et les émotions de l’autre."
Etre autiste et ado_ Strategies - Inconnu(e),165,Etre autiste et ado_ Strategies - Inconnu(e)_p165_c0,"RÉAGIR, ça veut dire tenir compte des intentions et des émotions de l’autre dans ta réponse. TRUCS POUR BIEN ÉCOUTER ET RÉAGIR LORSQUE C’EST L’AUTRE QUI PARLE • Regarde l’autre le plus souvent possible (même si tu n’y gagnes pas beaucoup). Si, comme moi, tu écoutes mieux quand tu ne regardes pas vers le visage de l’autre, tu peux l’aviser que tu l’écoutes quand même pour ne pas qu’il pense que tu n’es pas intéressé."
Etre autiste et ado_ Strategies - Inconnu(e),166,Etre autiste et ado_ Strategies - Inconnu(e)_p166_c0,"• Bouge (varie ta posture, hoche la tête, émets des « bruits d’écoute » (mmm, han han, oui…). • Si tu es incertain du sens des paroles de l’autre personne, c’est correct de vérifier avec elle si c’est une expression ou une blague. • Varie tes expressions faciales, fais des sourires, montre des émotions dans ton visage (surprise, tristesse) en fonction du contenu de ce que l’autre dit. Évite la neutralité. • Pose une ou deux questions pour en savoir plus (même si tu ne veux pas vraiment en savoir plus). • Fais un effort pour t’intéresser à l’autre, du moins pour quelques minutes, avant de démontrer ton désintérêt par ton langage non verbal ou des paroles. Savais-tu que plus tu t’intéresseras à l’autre, plus l’autre aura envie de s’intéresser à toi (et à tes sujets d’intérêt) ?"
Etre autiste et ado_ Strategies - Inconnu(e),167,Etre autiste et ado_ Strategies - Inconnu(e)_p167_c0,"Évidemment, ces stratégies visent à veiller sur la relation, mais pas nécessairement sur tes besoins. Elles t’aident à répondre aux attentes que les autres ont envers toi. C’est comme un genre de contrat non dit entre amis. Ainsi, plus la personne est importante pour toi, plus tu gagneras à faire des ajustements pour lui faire plaisir. Et toi, quels sont tes défis avec la communication non verbale ? LAISSEZ UN COMMENTAIRE Jojolapin : Si l’information ne m’intéresse pas, je n’écoute pas. Kangourou23 : Je dis toujours la vérité, même si ça fait de la peine à l’autre. Je ne comprends pas pourquoi les gens"
Etre autiste et ado_ Strategies - Inconnu(e),168,Etre autiste et ado_ Strategies - Inconnu(e)_p168_c0,"mentent. MazMaz : Je parle jusqu’à ce que je sois rendu au bout de mon idée, sans laisser son tour de parole à l’autre et même si l’autre me dit qu’il n’est pas intéressé à avoir tous les détails. Instaboy : J’utilise secrètement une minuterie dans mon téléphone quand je parle de mes sujets répétitifs pour m’aider à ne pas en parler trop longtemps."
Etre autiste et ado_ Strategies - Inconnu(e),169,Etre autiste et ado_ Strategies - Inconnu(e)_p169_c0,"4 LE TÉLÉPHONE Le téléphone ! Je lui dédie un texte tout spécial, car je n’ai pas une très bonne relation avec lui. Je déteste parler au téléphone ! Je ne sais jamais quoi dire, il y a plein de silences et de malaises et je ne comprends pas la moitié de ce que les gens me disent."
Etre autiste et ado_ Strategies - Inconnu(e),170,Etre autiste et ado_ Strategies - Inconnu(e)_p170_c0,"MES MEILLEURS CONSEILS POUR LE TÉLÉPHONE • Si c’est toi qui téléphones, il faut SALUER la personne qui répond et idéalement te nommer avant de demander à parler à la personne à qui tu veux parler. C’est une marque de politesse de base. Si c’est toi qui réponds, démontre de l’enthousiasme (de la joie) dans ta voix dès que tu sais qui appelle. Sinon, la personne peut penser que tu n’es pas content de son appel ou qu’elle te dérange. • Il est habituel de faire une courte conversation D’INTRODUCTION en début d’appel, pour commencer tranquillement. Tu peux simplement demander à l’autre : « Comment ça va ? » ou « Qu’est-ce que tu faisais ? » avant de passer au but de l’appel. C’est un peu comme manger une entrée avant"
Etre autiste et ado_ Strategies - Inconnu(e),171,Etre autiste et ado_ Strategies - Inconnu(e)_p171_c0,"le plat principal. De plus, cela a l’avantage de faire parler l’autre personne un peu. Cela te donne quelques instants pour prendre de l’aisance et, si tu l’écoutes bien, tu obtiendras quelques indices par rapport au sujet dont l’autre a envie de parler. Si la personne te dit qu’elle est occupée, offre-lui de la rappeler. Ne poursuis pas. • Si tu n’es pas en train de parler, tu peux FAIRE DES SONS (par exemple, han han, mmm, oui…), car la personne ne voit pas ton visage. Elle pourrait croire que la ligne est coupée si elle n’entend plus rien. Elle te le signalera en disant « Allo ? ». • Il est bon de changer le VOLUME ET LES INTONATIONS dans ta voix. Si ta voix reste monotone (sans intonation), l’autre pourrait penser que la conversation t’ennuie. • Il ne faut jamais oublier les SALUTATIONS en fin de conversation."
Etre autiste et ado_ Strategies - Inconnu(e),172,Etre autiste et ado_ Strategies - Inconnu(e)_p172_c0,"Raccrocher au nez (c’est-à-dire raccrocher le téléphone pendant que l’autre parle encore ou sans dire au revoir) peut paraître très impoli… C’est comme finir un repas sans dessert. ;-) • Si tu es en contact par texto avec la personne, tu peux L’AVISER par texte que tu vas l’appeler. Elle sera prête pour toi. Si elle n’est pas intéressée, elle t’avisera par texto qu’elle n’est pas libre. Cela évitera peut-être un malaise. • Si le but de ton appel était d’inviter une personne et qu’elle n’est pas disponible, tu peux demander À QUEL AUTRE MOMENT elle pourrait être libre pour faire l’activité que tu proposes. Si elle ne propose pas d’autre moment et que cette personne n’a jamais pris l’initiative"
Etre autiste et ado_ Strategies - Inconnu(e),173,Etre autiste et ado_ Strategies - Inconnu(e)_p173_c0,"de te contacter, tu peux lire entre les lignes (ce qui veut dire faire une hypothèse à partir du contexte) qu’elle a probablement peu d’intérêt pour développer une relation avec toi. Tu peux alors investir tes énergies dans d’autres relations. • C’est possible et agréable d’utiliser le téléphone pour simplement échanger avec l’autre, parler POUR LE PLAISIR de parler, sans qu’il y ait un but à l’appel. Ces conversations sont évidemment plus difficiles, mais bénéfiques pour ta relation avec ton ami. Si tu souhaites avoir plus souvent ce type de conversation, un truc est d’utiliser un carnet de notes et d’y inscrire les sujets d’intérêt correspondant à chacun de tes amis. Utilise ce carnet pendant l’appel pour t’aider à trouver de quoi parler. Si tu crains les boîtes vocales, avant de faire ton appel, tu peux préparer un message à laisser sur le répondeur dans l’éventualité où la personne ne répondrait pas. Voici l’exemple de message que"
Etre autiste et ado_ Strategies - Inconnu(e),174,Etre autiste et ado_ Strategies - Inconnu(e)_p174_c0,"j’utilise. Je l’adapte au besoin. Après cela, la balle est dans le camp de l’autre personne (ce qui signifie que c’est son tour d’agir) ; c’est elle qui va devoir te rappeler. EXEMPLE DE MESSAGE"
Etre autiste et ado_ Strategies - Inconnu(e),175,Etre autiste et ado_ Strategies - Inconnu(e)_p175_c0,"Voici un exemple. Bonjour, c’est Sam. Le message est pour Jonathan. Allo Jonathan, je t’appelle pour savoir si tu as ton cahier de mathématiques avec toi. J’ai oublié le mien et j’ai besoin d’une information pour faire mon devoir. On est mardi soir, 18 h. Tu peux me rappeler jusqu’à 21 h. Mon numéro est le 555-5555. Bye !"
Etre autiste et ado_ Strategies - Inconnu(e),176,Etre autiste et ado_ Strategies - Inconnu(e)_p176_c0,"Et toi, as-tu une bonne relation avec le téléphone ? LAISSEZ UN COMMENTAIRE Lilou : Je suis terriblement gênée au téléphone. J’ai souvent peur de harceler les gens. Les seules personnes que je suis à l’aise d’appeler sont les membres de ma famille. J’ai un blocage avec les répondeurs. Je ne sais jamais quoi dire. Si c’est vraiment important, je raccroche, j’écris le message que je veux dire et je rappelle pour le lire."
Etre autiste et ado_ Strategies - Inconnu(e),177,Etre autiste et ado_ Strategies - Inconnu(e)_p177_c0,"5 LA COMMUNICATION ÉCRITE (LES TEXTOS, LES COURRIELS ET LES PUBLICATIONS SUR LES MÉDIAS SOCIAUX) À partir du moment où mes parents m’ont donné le droit de fréquenter les médias sociaux, j’ai commencé à avoir une vie sociale un peu plus active et à me sentir moins isolé. Ce mode de communication est parfait pour moi. Cependant, les émojis, les émoticônes :-), les signes de ponctuation et les images qui ponctuent la communication écrite comportent certains codes qu’il est bon de connaître. Voici quelques exemples :"
Etre autiste et ado_ Strategies - Inconnu(e),178,Etre autiste et ado_ Strategies - Inconnu(e)_p178_c0,L’utilisation et l’interprétation des marques de ponctuation sont très personnelles et différentes d’une personne à l’autre. Il faut les utiliser avec précaution et garder l’esprit ouvert lorsqu’il s’agit d’interpréter la perspective de l’autre personne afin d’éviter les malentendus. Les émojis sont probablement un peu plus faciles à utiliser si tu es incertain.
Etre autiste et ado_ Strategies - Inconnu(e),179,Etre autiste et ado_ Strategies - Inconnu(e)_p179_c0,"La communication, qu’elle soit verbale, non verbale ou écrite, c’est complexe. Pour beaucoup d’autistes, comme pour moi, ça prend beaucoup d’énergie et c’est épuisant… Cela explique la grande fatigue qui suit les périodes où j’ai beaucoup d’interactions sociales. TRUCS POUR LA COMMUNICATION ÉCRITE"
Etre autiste et ado_ Strategies - Inconnu(e),180,Etre autiste et ado_ Strategies - Inconnu(e)_p180_c0,"• Si la personne avec qui tu communiques régulièrement ne t’écrit jamais en premier, c’est un signe qu’elle n’est peut-être pas très motivée par sa relation avec toi. • N’oublie pas les salutations au début de tes messages avant de dire ce que tu as à dire. • Ne publie pas sur les médias sociaux lorsque tu es en colère. Tu pourrais inscrire des choses que tu ne penseras plus lorsque ta colère sera passée et ne plus pouvoir les effacer. • Juge bien des informations personnelles que tu partages publiquement. Toute information que tu pourrais regretter plus tard, même dans vingt ans, ne devrait pas être publiée. • Ne publie pas d’informations ou de photos des autres sans leur permission, même si cette information est vraie."
Etre autiste et ado_ Strategies - Inconnu(e),181,Etre autiste et ado_ Strategies - Inconnu(e)_p181_c0,"Ceci pourrait être une forme d’intimidation. • Les erreurs verbales s’oublient vite, mais les écrits restent. Une fois que tu as appuyé sur « envoyer », il est trop tard, tu ne peux plus corriger. Fais particulièrement attention si tu es une personne impulsive (qui agit avant de penser). Crée-toi des règles personnelles comme attendre cinq minutes ou faire autre chose avant d’envoyer un message. Assure-toi aussi de toujours te relire avant d’appuyer sur « publier ». Et toi, as-tu de bonnes expériences avec les médias sociaux ? LAISSEZ UN COMMENTAIRE MazMaz : J’aime beaucoup les systèmes de messagerie parce qu’ils me donnent le temps de comprendre ce qui m’a été dit et de construire une réponse à mon goût, sans la pression du temps et de l’autre qui me regarde. C’est plus facile pour moi de penser à une bonne réponse si je n’ai pas de stress social."
Etre autiste et ado_ Strategies - Inconnu(e),182,Etre autiste et ado_ Strategies - Inconnu(e)_p182_c0,Section 5 LA VIE SOCIALE
Etre autiste et ado_ Strategies - Inconnu(e),183,Etre autiste et ado_ Strategies - Inconnu(e)_p183_c0,"1 LES AMIS Depuis mon enfance, les adultes autour de moi me poussent à faire de la « socialisation ». J’aime socialiser moins souvent et probablement moins longtemps que les personnes non autistes. Je crois aussi que j’aime socialiser différemment. J’aime qu’il y ait un but à la conversation. Parler pour parler (par exemple de la température ou de la vie des autres) sans que la conversation mène quelque part est hautement ennuyant et épuisant pour moi. C’est stressant aussi, car il n’y a pas de direction à suivre pour faire progresser le sujet et il n’y a rien à apprendre. Je pense également que j’ai plus besoin de passer du temps seul. J’adore ma propre compagnie. Avec moi-même, je peux faire ce qui m’intéresse vraiment et m’adonner à mes intérêts autant que je le veux. Je dirais que dans mes temps libres, je préfère passer 75 % du temps seul et 25 % avec d’autres personnes. Toutefois, quand je suis seul, j’aime quand même parler avec mes amis par texto ou via les médias sociaux. Cette façon d’être avec eux me fatigue moins. J’ai tout de même des besoins sociaux, même si j’en ai peu !"
Etre autiste et ado_ Strategies - Inconnu(e),184,Etre autiste et ado_ Strategies - Inconnu(e)_p184_c0,"Lorsqu’il s’agit des amitiés, j’ai deux difficultés : me faire des amis et les garder. DIFFICULTÉ NUMÉRO 1 Me faire des amis Me faire des amis, je trouve ça compliqué, autant avec les neutotypiques qu’avec les autistes. À l’adolescence, on dirait que tout le monde a déjà des amis et je n’aime pas la compétition. Je crains aussi que les autres trouvent que je ne suis pas intéressant. Bien que je réussisse assez facilement à parler avec les nouvelles personnes, par exemple, si on me place avec quelqu’un dans un travail d’équipe à l’école, jusqu’à récemment, je ne connaissais pas"
Etre autiste et ado_ Strategies - Inconnu(e),185,Etre autiste et ado_ Strategies - Inconnu(e)_p185_c0,"trop les étapes à suivre pour que cette personne devienne mon ami. Alors je me suis documenté et je te partage ce que j’ai appris. Les personnes que tu ne connais pas encore n’ont pas vraiment d’opinion de toi. Ce n’est pas parce que certaines personnes t’ont déjà rejeté ou intimidé, que toutes les personnes auront la même attitude. • Ne pas avoir d’ami, ce n’est pas un état définitif. • Tous les étrangers sont des amis potentiels. J’ai bien dit « potentiels ». Dès que tu commences à parler avec une nouvelle personne, ce n’est pas immédiatement un « ami », même si cette personne semble apprécier ta compagnie. • Agir comme si tu allais être rejeté, c’est t’intimider toi- même. • Avec un étranger, pourquoi ne pas agir comme si cette personne allait t’adorer ? Tu verras, cela changera ton attitude et ta communication non verbale, et cela aura pour effet d’augmenter les chances que cette personne s’intéresse à toi et qu’elle en vienne à t’adorer pour vrai ! En passant, les amitiés avec les autistes ne sont pas nécessairement plus faciles ! L’anxiété est élevée de part et d’autre, la"
Etre autiste et ado_ Strategies - Inconnu(e),186,Etre autiste et ado_ Strategies - Inconnu(e)_p186_c0,"communication non verbale est difficile et le désir de s’ajuster à l’autre n’est pas toujours présent. LES ÉTAPES DE L’AMITIÉ Le passage d’un statut « d’étranger » à un statut « d’ami » n’est pas un évènement précis. C’est un processus dont la durée peut varier de quelques heures à quelques années. Cependant, ce processus se réalise toujours à peu près selon la même séquence et celle-ci doit être respectée par les deux personnes."
Etre autiste et ado_ Strategies - Inconnu(e),187,Etre autiste et ado_ Strategies - Inconnu(e)_p187_c0,"Il ne faut pas sauter d’étapes. La progression d’une étape à l’autre doit convenir aux deux personnes. Cela veut dire que si tu racontes ta vie (c’est-à-dire que tu donnes trop d’informations personnelles) à quelqu’un que tu viens juste de rencontrer, cette personne pourrait être mal à l’aise et souhaiter t’éviter dans le futur parce que ce n’est pas une séquence naturelle. Pour savoir si la personne est prête à passer à une prochaine étape, il faut faire un essai et attendre sa réaction. Si son langage non verbal est positif et que la personne fait en retour un commentaire au même niveau, c’est un signe que vous pouvez poursuivre et que votre amitié potentielle progresse. Dans le cas contraire, c’est moins bon."
Etre autiste et ado_ Strategies - Inconnu(e),188,Etre autiste et ado_ Strategies - Inconnu(e)_p188_c0,"TRUCS POUR SE FAIRE DES AMIS Un bon moment pour se faire un ami, c’est la première fois que tu fréquentes un nouveau lieu ou que tu te trouves dans un nouveau contexte, parce que d’autres personnes sont également seules et disponibles pour de nouvelles amitiés. POUR ENTRER EN CONTACT AVEC QUELQU’UN 1. Trouve les personnes qui semblent seules. 2. Cherche à établir un contact visuel. 3. Souris (le sourire est le meilleur outil social !). 4. Fais un commentaire sur l’activité en cours ou sur le lieu dans lequel vous êtes (par exemple : « Il y a beaucoup de filles dans la classe ! », « Il paraît que ce prof est cool ! »). 5. Présente-toi et demande son nom à l’autre personne."
Etre autiste et ado_ Strategies - Inconnu(e),189,Etre autiste et ado_ Strategies - Inconnu(e)_p189_c0,"6. Fais une légère confidence (par exemple : « J’espère qu’il explique bien, ce prof, parce que je ne suis pas très bon en math »). Attention ! Il se peut que ce soit toi qui sois ciblé par une personne qui aimerait être ton amie. Reste à l’affût ! Si quelqu’un cherche ton regard et te sourit, ne baisse pas les yeux. Souris en retour. SI QUELQU’UN TE FAIT UN COMMENTAIRE Il faut répondre quelque chose, même si ce n’est pas une question. J’ai trouvé deux manières efficaces de faire cela : > Répondre en lien avec le commentaire en validant ce que la personne dit (c’est-à-dire en lui donnant raison). Ami potentiel : Il fait chaud dans la classe ! Réponse : Oui, tu as raison ! > Poser une question sur un sujet liant la personne avec le lieu où vous êtes. Réponse : As-tu déjà eu un cours dans ce local-ci ?"
Etre autiste et ado_ Strategies - Inconnu(e),190,Etre autiste et ado_ Strategies - Inconnu(e)_p190_c0,"Si tu ne réponds pas, si tu ne fais que sourire ou si tu réponds une chose, mais que tu n’ajoutes rien par la suite pour poursuivre la conversation, la personne ne sera pas portée à conclure que c’est parce que tu es timide ou autiste, mais plutôt que tu n’as pas d’intérêt pour elle. C’est comme un code, une sorte de non-dit. SI QUELQU’UN TE POSE UNE QUESTION Voici deux formules qui fonctionnent bien. > Tu peux répondre à la question brièvement, mais par plus que par « oui » ou « non ». Ami potentiel : Est-ce que tu prends l’autobus pour venir à l’école ? Réponse : Oui, il passe devant chez nous. Toi ? > Tu peux poser la même question à l’autre personne tout simplement en disant : Oui, et toi ? Bien que tout ne se joue pas toujours dans ce premier contact et qu’une deuxième opportunité puisse survenir, il est préférable de répondre si tu t’en sens capable."
